path,current Git state,classification,canonical owner,referenced by,include in Git yes/no,reason,secret scan result,duplicate check,intended commit group
backend/app/modules/catalog/repository.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/category_service.py; backend/app/modules/catalog/legacy_attribute_service.py; backend/app/modules/catalog/product_service.py; backend/app/modules/catalog/router.py; backend/app/modules/catalog/routers/products.py; backend/tests/test_catalog_decomposition.py; backend/tests/test_catalog_transactions.py,yes,production application source,CLEAN,UNIQUE sha256:5c838124b7d5f4d1,02-catalog-and-product-attributes
backend/app/modules/catalog/router.py,tracked: clean,A,backend application: catalog,backend/app/api/router.py,yes,production application source,CLEAN,UNIQUE sha256:f1f9151fd28b5fac,02-catalog-and-product-attributes
backend/app/modules/catalog/routers/__init__.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/router.py,yes,production application source,CLEAN,INTENTIONAL_EMPTY_PACKAGE_MARKER,02-catalog-and-product-attributes
backend/app/modules/catalog/routers/attribute_platform.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/router.py,yes,production application source,CLEAN,UNIQUE sha256:b19cab541fab1049,02-catalog-and-product-attributes
backend/app/modules/catalog/routers/attribute_types.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/router.py,yes,production application source,CLEAN,UNIQUE sha256:e244743700018e91,02-catalog-and-product-attributes
backend/app/modules/catalog/routers/product_attributes.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/router.py,yes,production application source,CLEAN,UNIQUE sha256:ef18b2eaa033ce30,02-catalog-and-product-attributes
backend/app/modules/catalog/routers/products.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/router.py,yes,production application source,CLEAN,UNIQUE sha256:fb97eccd23ad9dd8,02-catalog-and-product-attributes
backend/app/modules/catalog/schemas/__init__.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/category_service.py; backend/app/modules/catalog/legacy_attribute_service.py; backend/app/modules/catalog/product_service.py; backend/app/modules/catalog/router.py; backend/app/modules/catalog/routers/attribute_types.py; backend/app/modules/catalog/routers/products.py; backend/tests/test_catalog_critical_paths.py; backend/tests/test_catalog_transactions.py; backend/tests/test_catalog_unit.py,yes,production application source,CLEAN,UNIQUE sha256:e8421b3411becdb6,02-catalog-and-product-attributes
backend/app/modules/catalog/schemas/attribute_platform.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/attribute_dependency_service.py; backend/app/modules/catalog/attribute_family_service.py; backend/app/modules/catalog/attribute_formula_service.py; backend/app/modules/catalog/attribute_prompt_service.py; backend/app/modules/catalog/attribute_template_service.py; backend/app/modules/catalog/attribute_value_mutation_service.py; backend/app/modules/catalog/routers/attribute_platform.py; backend/tests/test_attribute_concurrency_matrix.py; backend/tests/test_attribute_mutation_critical_paths.py; backend/tests/test_request_boundary_completion.py,yes,production application source,CLEAN,UNIQUE sha256:ddf31be5e94e1cd2,02-catalog-and-product-attributes
backend/app/modules/catalog/schemas/attribute_types.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/schemas/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:4b5b4c70fde12c27,02-catalog-and-product-attributes
backend/app/modules/catalog/schemas/attributes.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/schemas/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:705bd0956cc4b9a2,02-catalog-and-product-attributes
backend/app/modules/catalog/schemas/categories.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/schemas/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:f9a3d919f347ab7b,02-catalog-and-product-attributes
backend/app/modules/catalog/schemas/product_attributes.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/attribute_definition_service.py; backend/app/modules/catalog/attribute_option_service.py; backend/app/modules/catalog/attribute_orchestration.py; backend/app/modules/catalog/attribute_query_service.py; backend/app/modules/catalog/attribute_validation.py; backend/app/modules/catalog/attribute_value_mutation_service.py; backend/app/modules/catalog/category_attribute_service.py; backend/app/modules/catalog/product_attribute_value_service.py; backend/app/modules/catalog/routers/product_attributes.py; backend/app/modules/catalog/seed_attributes.py; backend/scripts/benchmark_resolved_attributes.py; backend/tests/test_attribute_concurrency_matrix.py; backend/tests/test_request_boundary_completion.py,yes,production application source,CLEAN,UNIQUE sha256:ad6e70b808b5a61c,02-catalog-and-product-attributes
backend/app/modules/catalog/schemas/products.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/schemas/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:8afad7d5d2185eed,02-catalog-and-product-attributes
backend/app/modules/catalog/seed_attributes.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/routers/product_attributes.py,yes,production application source,CLEAN,UNIQUE sha256:a21ad30fdb0df233,02-catalog-and-product-attributes
backend/app/modules/catalog/service.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/router.py; backend/app/modules/catalog/routers/attribute_types.py; backend/app/modules/catalog/routers/products.py; backend/tests/test_catalog_decomposition.py; backend/tests/test_catalog_transactions.py,yes,production application source,CLEAN,UNIQUE sha256:38ad2ed32da35a05,02-catalog-and-product-attributes
backend/app/modules/catalog/utils.py,tracked: clean,A,backend application: catalog,backend/app/modules/catalog/attribute_definition_service.py; backend/app/modules/catalog/attribute_family_service.py; backend/app/modules/catalog/attribute_template_service.py; backend/app/modules/catalog/category_service.py; backend/app/modules/catalog/legacy_attribute_service.py; backend/app/modules/catalog/product_service.py; backend/app/modules/catalog/seed_attributes.py; backend/app/modules/product_content/configuration_service.py; backend/app/modules/product_content/library_service.py; backend/app/modules/product_content/template_service.py; backend/tests/test_catalog_unit.py,yes,production application source,CLEAN,UNIQUE sha256:86789805bfde10ea,02-catalog-and-product-attributes
backend/app/modules/execution/__init__.py,tracked: clean,A,backend application: execution,backend/alembic/env.py; backend/tests/test_execution_unit.py; backend/tests/test_execution_worker.py,yes,production application source,CLEAN,INTENTIONAL_EMPTY_PACKAGE_MARKER,05-execution
backend/app/modules/execution/enums.py,tracked: clean,A,backend application: execution,backend/app/modules/execution/models.py; backend/app/modules/execution/repository.py; backend/app/modules/suppliers/pipeline_recovery_service.py; backend/tests/test_execution_concurrency_matrix.py; backend/tests/test_execution_postgres_integration.py; backend/tests/test_execution_unit.py; backend/tests/test_execution_worker.py; backend/tests/test_supplier_pipeline_units.py,yes,production application source,CLEAN,UNIQUE sha256:c882ee250c8d4188,05-execution
backend/app/modules/execution/handlers.py,tracked: clean,A,backend application: execution,backend/app/modules/execution/worker.py; backend/tests/test_execution_unit.py,yes,production application source,CLEAN,UNIQUE sha256:fc2ee31eca2beefb,05-execution
backend/app/modules/execution/models.py,tracked: clean,A,backend application: execution,backend/alembic/env.py; backend/app/modules/execution/repository.py; backend/app/modules/execution/service.py; backend/app/modules/execution/worker.py; backend/app/modules/suppliers/pipeline_recovery_service.py; backend/app/modules/suppliers/pipeline_repository.py; backend/app/modules/suppliers/pipeline_scheduler.py; backend/app/modules/suppliers/schedule_service.py; backend/tests/test_execution_concurrency_matrix.py; backend/tests/test_execution_postgres_integration.py; backend/tests/test_execution_unit.py; backend/tests/test_execution_worker.py,yes,production application source,CLEAN,UNIQUE sha256:88d4e7d659fbde51,05-execution
backend/app/modules/execution/protocols.py,tracked: clean,A,backend application: execution,backend/app/modules/execution/handlers.py; backend/app/modules/execution/worker.py; backend/app/modules/suppliers/pipeline_worker.py; backend/tests/test_execution_unit.py; backend/tests/test_execution_worker.py,yes,production application source,CLEAN,UNIQUE sha256:5a8ca9855c2dd3c0,05-execution
backend/app/modules/execution/repository.py,tracked: clean,A,backend application: execution,backend/app/modules/execution/service.py; backend/app/modules/execution/worker.py; backend/tests/test_execution_concurrency_matrix.py; backend/tests/test_execution_postgres_integration.py; backend/tests/test_execution_unit.py; backend/tests/test_execution_worker.py,yes,production application source,CLEAN,UNIQUE sha256:d9e96cc6f8e6c877,05-execution
backend/app/modules/execution/router.py,tracked: clean,A,backend application: execution,backend/app/api/router.py,yes,production application source,CLEAN,UNIQUE sha256:c254cc1a8e19a6bb,05-execution
backend/app/modules/execution/schemas.py,tracked: clean,A,backend application: execution,backend/app/modules/execution/repository.py; backend/app/modules/execution/router.py; backend/app/modules/execution/service.py; backend/tests/test_execution_concurrency_matrix.py; backend/tests/test_execution_postgres_integration.py; backend/tests/test_execution_unit.py; backend/tests/test_request_boundary_completion.py,yes,production application source,CLEAN,UNIQUE sha256:e04c71e54794a13b,05-execution
backend/app/modules/execution/service.py,tracked: clean,A,backend application: execution,backend/app/modules/execution/router.py; backend/tests/test_execution_concurrency_matrix.py; backend/tests/test_execution_postgres_integration.py; backend/tests/test_execution_unit.py,yes,production application source,CLEAN,UNIQUE sha256:82b4bec6060353d4,05-execution
backend/app/modules/execution/worker.py,tracked: clean,A,backend application: execution,backend/tests/test_execution_unit.py; backend/tests/test_execution_worker.py,yes,production application source,CLEAN,UNIQUE sha256:4726467a91b13a32,05-execution
backend/app/modules/inventory/__init__.py,tracked: clean,A,backend application: inventory,backend/alembic/env.py,yes,production application source,CLEAN,UNIQUE sha256:50aa8162a4d209b6,03-inventory
backend/app/modules/inventory/balance_repository.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/repository.py; backend/tests/test_inventory_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:a5719054adcaf709,03-inventory
backend/app/modules/inventory/balance_service.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/service.py; backend/tests/test_inventory_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:eb1a894e7f7687f1,03-inventory
backend/app/modules/inventory/enums.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/inventory_service_support.py; backend/app/modules/inventory/models.py; backend/app/modules/inventory/movement_service.py; backend/app/modules/inventory/reservation_service.py; backend/app/modules/inventory/router.py; backend/app/modules/inventory/schemas.py; backend/tests/test_inventory_reservation_critical_paths.py,yes,production application source,CLEAN,UNIQUE sha256:7ad7aa9c32e3c416,03-inventory
backend/app/modules/inventory/inventory_service_support.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/balance_service.py; backend/app/modules/inventory/movement_service.py; backend/app/modules/inventory/reservation_service.py; backend/app/modules/inventory/service.py,yes,production application source,CLEAN,UNIQUE sha256:834839eafd5b94ab,03-inventory
backend/app/modules/inventory/models.py,tracked: clean,A,backend application: inventory,backend/alembic/env.py; backend/app/modules/inventory/balance_repository.py; backend/app/modules/inventory/balance_service.py; backend/app/modules/inventory/inventory_service_support.py; backend/app/modules/inventory/movement_repository.py; backend/app/modules/inventory/movement_service.py; backend/app/modules/inventory/reservation_repository.py; backend/app/modules/inventory/reservation_service.py; backend/tests/test_inventory_reservation_critical_paths.py; backend/tests/test_inventory_transactions.py,yes,production application source,CLEAN,UNIQUE sha256:490d0f306b023cad,03-inventory
backend/app/modules/inventory/movement_repository.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/repository.py; backend/tests/test_inventory_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:d14f56836f9a9b92,03-inventory
backend/app/modules/inventory/movement_service.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/service.py; backend/tests/test_inventory_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:3e85ccf3c7afdaff,03-inventory
backend/app/modules/inventory/repository.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/inventory_service_support.py; backend/app/modules/inventory/router.py; backend/tests/test_inventory_decomposition.py; backend/tests/test_inventory_transactions.py,yes,production application source,CLEAN,UNIQUE sha256:34c1cc145333e989,03-inventory
backend/app/modules/inventory/reservation_repository.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/repository.py; backend/tests/test_inventory_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:a9f02e099f9f7370,03-inventory
backend/app/modules/inventory/reservation_service.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/service.py; backend/tests/test_inventory_decomposition.py; backend/tests/test_inventory_reservation_critical_paths.py,yes,production application source,CLEAN,UNIQUE sha256:a47976b531094bbc,03-inventory
backend/app/modules/inventory/router.py,tracked: clean,A,backend application: inventory,backend/app/api/router.py; backend/tests/test_module_boundaries.py,yes,production application source,CLEAN,UNIQUE sha256:838ffdb7a65772bc,03-inventory
backend/app/modules/inventory/schemas.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/balance_service.py; backend/app/modules/inventory/movement_service.py; backend/app/modules/inventory/reservation_service.py; backend/app/modules/inventory/router.py; backend/tests/test_inventory_reservation_critical_paths.py; backend/tests/test_inventory_transactions.py; backend/tests/test_request_boundary_completion.py,yes,production application source,CLEAN,UNIQUE sha256:d894afa4bba84081,03-inventory
backend/app/modules/inventory/service.py,tracked: clean,A,backend application: inventory,backend/app/modules/inventory/router.py; backend/tests/test_inventory_decomposition.py; backend/tests/test_inventory_transactions.py,yes,production application source,CLEAN,UNIQUE sha256:40379559b5911b36,03-inventory
backend/app/modules/product_content/__init__.py,tracked: clean,A,backend application: product_content,backend/alembic/env.py,yes,production application source,CLEAN,UNIQUE sha256:bfc801be98bb4b17,04-product-content
backend/app/modules/product_content/completion.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/query_services.py; backend/tests/test_product_content_quality.py,yes,production application source,CLEAN,UNIQUE sha256:6ffeb565554ddebd,04-product-content
backend/app/modules/product_content/configuration_repository.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/repositories.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:c9a9dd3df7207e4b,04-product-content
backend/app/modules/product_content/configuration_service.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/services.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:d062b6a74771207b,04-product-content
backend/app/modules/product_content/constants.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/completion.py; backend/app/modules/product_content/configuration_service.py; backend/app/modules/product_content/query_services.py; backend/app/modules/product_content/revision_service.py; backend/app/modules/product_content/routers/content_types.py; backend/app/modules/product_content/routers/documents.py; backend/app/modules/product_content/routers/landing_pages.py; backend/app/modules/product_content/routers/languages.py; backend/app/modules/product_content/routers/library.py; backend/app/modules/product_content/routers/product_content.py; backend/app/modules/product_content/routers/prompts.py; backend/app/modules/product_content/routers/scoring.py; backend/app/modules/product_content/routers/search.py; backend/app/modules/product_content/routers/seo.py; backend/app/modules/product_content/routers/templates.py; backend/app/modules/product_content/routers/videos.py; backend/app/modules/product_content/schemas.py; backend/app/modules/product_content/security.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_revision_critical_paths.py,yes,production application source,CLEAN,UNIQUE sha256:b3e4bd5b92addb62,04-product-content
backend/app/modules/product_content/library_repository.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/repositories.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:01b69189ee7c0d4c,04-product-content
backend/app/modules/product_content/library_service.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/services.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:c8b00cfb18833daf,04-product-content
backend/app/modules/product_content/models.py,tracked: clean,A,backend application: product_content,backend/alembic/env.py; backend/app/modules/product_content/completion.py; backend/app/modules/product_content/configuration_repository.py; backend/app/modules/product_content/configuration_service.py; backend/app/modules/product_content/library_repository.py; backend/app/modules/product_content/library_service.py; backend/app/modules/product_content/prompt_service.py; backend/app/modules/product_content/query_services.py; backend/app/modules/product_content/reference_service.py; backend/app/modules/product_content/repository.py; backend/app/modules/product_content/revision_repository.py; backend/app/modules/product_content/revision_service.py; backend/app/modules/product_content/routers/content_types.py; backend/app/modules/product_content/routers/landing_pages.py; backend/app/modules/product_content/routers/languages.py; backend/app/modules/product_content/routers/product_content.py; backend/app/modules/product_content/routers/seo.py; backend/app/modules/product_content/scoring_repository.py; backend/app/modules/product_content/service_support.py; backend/app/modules/product_content/template_service.py; backend/tests/test_product_content_completion.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_postgres_integration.py; backend/tests/test_product_content_revision_critical_paths.py,yes,production application source,CLEAN,UNIQUE sha256:6f1f52f04ff4bfdf,04-product-content
backend/app/modules/product_content/prompt_service.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/services.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:c19771ac66f83c4f,04-product-content
backend/app/modules/product_content/query_services.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/preview.py; backend/app/modules/product_content/routers/product_content.py; backend/app/modules/product_content/routers/scoring.py; backend/app/modules/product_content/routers/search.py; backend/app/modules/product_content/service.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_postgres_integration.py,yes,production application source,CLEAN,UNIQUE sha256:504209f6bc099201,04-product-content
backend/app/modules/product_content/reference_service.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/services.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:0b51696f2d8498bf,04-product-content
backend/app/modules/product_content/repositories.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/completion.py; backend/app/modules/product_content/query_services.py; backend/app/modules/product_content/repository.py; backend/app/modules/product_content/service_support.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:c650dde66276fcb9,04-product-content
backend/app/modules/product_content/repository.py,tracked: clean,A,backend application: product_content,Python package discovery and Docker application image,yes,production application source,CLEAN,UNIQUE sha256:86f2cc06f51fc89d,04-product-content
backend/app/modules/product_content/repository_support.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/configuration_repository.py; backend/app/modules/product_content/library_repository.py; backend/app/modules/product_content/revision_repository.py; backend/app/modules/product_content/scoring_repository.py,yes,production application source,CLEAN,UNIQUE sha256:70d3ac2466c09411,04-product-content
backend/app/modules/product_content/revision_repository.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/repositories.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:2629ce7d8bd766dc,04-product-content
backend/app/modules/product_content/revision_service.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/services.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_decomposition.py; backend/tests/test_product_content_revision_critical_paths.py,yes,production application source,CLEAN,UNIQUE sha256:42717a7957e48ba7,04-product-content
backend/app/modules/product_content/router.py,tracked: clean,A,backend application: product_content,backend/app/api/router.py,yes,production application source,CLEAN,UNIQUE sha256:569334699ffa1f1d,04-product-content
backend/app/modules/product_content/routers/__init__.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/router.py,yes,production application source,CLEAN,UNIQUE sha256:087e611b39759d24,04-product-content
backend/app/modules/product_content/routers/admin.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:4dc16cd509300987,04-product-content
backend/app/modules/product_content/routers/content_types.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:36204f4498568a17,04-product-content
backend/app/modules/product_content/routers/documents.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:edf16e9c8ded06f7,04-product-content
backend/app/modules/product_content/routers/landing_pages.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:d6d6a83152bdd43b,04-product-content
backend/app/modules/product_content/routers/languages.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:44ee4d50d311f158,04-product-content
backend/app/modules/product_content/routers/library.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:9b81ae1c0ea0033b,04-product-content
backend/app/modules/product_content/routers/preview.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:1312009693a9df36,04-product-content
backend/app/modules/product_content/routers/product_content.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:b86d752ae4d45c03,04-product-content
backend/app/modules/product_content/routers/prompts.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:f12af33c027cb1c9,04-product-content
backend/app/modules/product_content/routers/scoring.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:318a156a326055bc,04-product-content
backend/app/modules/product_content/routers/search.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:f91a1fffa7b49981,04-product-content
backend/app/modules/product_content/routers/seo.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:eb5044fa73002f7d,04-product-content
backend/app/modules/product_content/routers/templates.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:b8c0c60e08ddcb92,04-product-content
backend/app/modules/product_content/routers/usage.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:6aa11349a67b1a9f,04-product-content
backend/app/modules/product_content/routers/videos.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/routers/__init__.py,yes,production application source,CLEAN,UNIQUE sha256:4aef1ca10dbb370c,04-product-content
backend/app/modules/product_content/schemas.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/completion.py; backend/app/modules/product_content/configuration_service.py; backend/app/modules/product_content/library_service.py; backend/app/modules/product_content/prompt_service.py; backend/app/modules/product_content/query_services.py; backend/app/modules/product_content/reference_service.py; backend/app/modules/product_content/revision_service.py; backend/app/modules/product_content/routers/content_types.py; backend/app/modules/product_content/routers/documents.py; backend/app/modules/product_content/routers/landing_pages.py; backend/app/modules/product_content/routers/languages.py; backend/app/modules/product_content/routers/library.py; backend/app/modules/product_content/routers/preview.py; backend/app/modules/product_content/routers/product_content.py; backend/app/modules/product_content/routers/prompts.py; backend/app/modules/product_content/routers/scoring.py; backend/app/modules/product_content/routers/seo.py; backend/app/modules/product_content/routers/templates.py; backend/app/modules/product_content/routers/videos.py; backend/app/modules/product_content/template_service.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_postgres_integration.py; backend/tests/test_product_content_revision_critical_paths.py; backend/tests/test_request_boundary_completion.py,yes,production application source,CLEAN,UNIQUE sha256:498c0c72288fc57a,04-product-content
backend/app/modules/product_content/scoring_repository.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/repositories.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:4ba2aaf289cf91c0,04-product-content
backend/app/modules/product_content/security.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/completion.py; backend/tests/test_product_content_quality.py,yes,production application source,CLEAN,UNIQUE sha256:c98471e995142528,04-product-content
backend/app/modules/product_content/service.py,tracked: clean,A,backend application: product_content,Python package discovery and Docker application image,yes,production application source,CLEAN,UNIQUE sha256:485070b746bdb017,04-product-content
backend/app/modules/product_content/service_support.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/configuration_service.py; backend/app/modules/product_content/library_service.py; backend/app/modules/product_content/prompt_service.py; backend/app/modules/product_content/reference_service.py; backend/app/modules/product_content/revision_service.py; backend/app/modules/product_content/services.py; backend/app/modules/product_content/template_service.py,yes,production application source,CLEAN,UNIQUE sha256:86da888ef38a42e0,04-product-content
backend/app/modules/product_content/services.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/query_services.py; backend/app/modules/product_content/routers/content_types.py; backend/app/modules/product_content/routers/documents.py; backend/app/modules/product_content/routers/landing_pages.py; backend/app/modules/product_content/routers/languages.py; backend/app/modules/product_content/routers/library.py; backend/app/modules/product_content/routers/product_content.py; backend/app/modules/product_content/routers/prompts.py; backend/app/modules/product_content/routers/scoring.py; backend/app/modules/product_content/routers/seo.py; backend/app/modules/product_content/routers/templates.py; backend/app/modules/product_content/routers/usage.py; backend/app/modules/product_content/routers/videos.py; backend/app/modules/product_content/service.py; backend/tests/test_product_content_decomposition.py; backend/tests/test_product_content_postgres_integration.py,yes,production application source,CLEAN,UNIQUE sha256:2114eacf033a3d82,04-product-content
backend/app/modules/product_content/template_service.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/services.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:396c52e8322dde7b,04-product-content
backend/app/modules/suppliers/__init__.py,tracked: clean,A,backend application: suppliers,backend/alembic/env.py,yes,production application source,CLEAN,UNIQUE sha256:7c9ee8b1929670cc,01-core-security-pagination-and-observability
backend/app/modules/suppliers/acquisition_adapters.py,tracked: clean,A,backend application: suppliers,backend/app/modules/suppliers/acquisition_service_support.py; backend/app/modules/suppliers/pipeline_orchestrator_support.py; backend/app/modules/suppliers/source_probe_service.py; backend/tests/test_supplier_acquisition_units.py; backend/tests/test_supplier_ct_soap_source.py; backend/tests/test_supplier_mtls_source.py; backend/tests/test_supplier_pin_soap_source.py; backend/tests/test_supplier_source_probe.py,yes,production application source,CLEAN,UNIQUE sha256:b40926156799d733,01-core-security-pagination-and-observability
backend/app/modules/suppliers/acquisition_context.py,tracked: clean,A,backend application: suppliers,backend/app/modules/suppliers/acquisition_processing.py; backend/app/modules/suppliers/acquisition_service.py; backend/app/modules/suppliers/acquisition_service_support.py; backend/app/modules/suppliers/pipeline_service.py,yes,production application source,CLEAN,UNIQUE sha256:c4cc51b50f00f11d,01-core-security-pagination-and-observability
backend/app/modules/suppliers/acquisition_contracts.py,tracked: clean,A,backend application: suppliers,backend/app/modules/suppliers/acquisition_service.py; backend/app/modules/suppliers/acquisition_service_support.py; backend/app/modules/suppliers/acquisition_storage.py; backend/app/modules/suppliers/asbis_acquisition.py; backend/app/modules/suppliers/asbis_imap.py; backend/app/modules/suppliers/asbis_parsing.py; backend/app/modules/suppliers/ct_soap_acquisition.py; backend/app/modules/suppliers/kimtec_acquisition.py; backend/app/modules/suppliers/mtls_http_client.py; backend/app/modules/suppliers/pin_soap_acquisition.py; backend/app/modules/suppliers/pipeline_service.py; backend/app/modules/suppliers/portal_http_client.py; backend/app/modules/suppliers/schema_inference_engine.py; backend/app/modules/suppliers/schema_inference_service.py; backend/app/modules/suppliers/source_adapters/implementation.py; backend/app/modules/suppliers/source_artifact_service.py; backend/app/modules/suppliers/source_certificate_service.py; backend/app/modules/suppliers/source_management/implementation.py; backend/app/modules/suppliers/source_parsers/implementation.py; backend/app/modules/suppliers/source_probe_service.py; backend/app/modules/suppliers/source_router.py; backend/app/modules/suppliers/source_secrets.py; backend/tests/test_persistent_local_secrets.py; backend/tests/test_supplier_acquisition_units.py; backend/tests/test_supplier_asbis_source.py; backend/tests/test_supplier_ct_soap_source.py; backend/tests/test_supplier_mtls_source.py; backend/tests/test_supplier_pin_soap_source.py; backend/tests/test_supplier_schema_inference.py; backend/tests/test_supplier_source_probe.py,yes,production application source,CLEAN,UNIQUE sha256:c8bab8ede8428465,01-core-security-pagination-and-observability
